date,rider_id,route_id,menu_type,backup_route,total_deliveries,completed_deliveries,cancelled_deliveries,ontime_deliveries,delayed_deliveries,uncontactable_customers,total_customers,total_meal,total_meal_revenue,delay_min_per_drop,scheduled_start_time,actual_start_time,first_customer_arrived_time,scheduled_last_delivered_time,actual_last_delivered_time,avg_rider_rating,avg_service_mins
02 Apr 2019,Rider 42,5ca2d89725bf07715be6e9d9,Lunch,N,8,8,0,8,0,0,8,10,3712.5,,11:56 AM,11:52 AM,12:22 PM,1:15 PM,12:56 PM,5,2.6
02 Apr 2019,Rider 50,5ca2d89825bf07715be6e9ea,Lunch,N,18,18,0,18,0,0,18,21,1810,,11:57 AM,11:52 AM,12:05 PM,1:15 PM,12:34 PM,4,19.83
02 Apr 2019,Rider 205,5ca2d89825bf07715be6e9ef,Lunch,N,6,6,0,6,0,0,6,10,9767.1,,11:57 AM,11:52 AM,12:13 PM,12:45 PM,1:01 PM,5,3.77
02 Apr 2019,Rider 149,5ca2d89825bf07715be6e9ee,Lunch,N,8,8,0,6,2,0,8,10,1910,39,11:57 AM,11:52 AM,12:16 PM,1:15 PM,1:29 PM,4.67,5.35
02 Apr 2019,Rider 149,5ca2d89825bf07715be6e9e8,Lunch,N,1,1,0,1,0,0,1,4,1651,,11:57 AM,11:52 AM,12:11 PM,1:15 PM,12:38 PM,5,8.45
02 Apr 2019,Rider 34,5ca2d89825bf07715be6e9e8,Lunch,N,8,8,0,2,6,0,6,14,262.8,27,11:57 AM,11:53 AM,12:30 PM,1:15 PM,1:42 PM,3.67,13.49
02 Apr 2019,Rider 70,5ca2d89825bf07715be6e9e6,Lunch,N,7,7,0,7,0,0,5,19,8073.1,,11:57 AM,11:53 AM,12:14 PM,1:15 PM,1:01 PM,4.67,6.73
02 Apr 2019,Rider 129,5ca2d89825bf07715be6e9e9,Lunch,N,8,8,0,8,0,0,8,13,4952,,11:57 AM,11:53 AM,12:13 PM,1:15 PM,1:02 PM,5,4.47
02 Apr 2019,Rider 6,5ca2d89925bf07715be6e9ff,Lunch,N,9,9,0,9,0,0,9,10,4047.4,,11:58 AM,11:54 AM,12:20 PM,1:15 PM,1:05 PM,5,3.12
02 Apr 2019,Rider 98,5ca2d89925bf07715be6e9fc,Lunch,N,9,9,0,9,0,0,9,12,3248.7,,11:58 AM,11:54 AM,12:01 PM,1:15 PM,1:02 PM,5,2.47
02 Apr 2019,Rider 162,5ca2d89925bf07715be6ea04,Lunch,N,6,6,0,2,4,0,6,8,1499.2,14,11:58 AM,11:54 AM,12:17 PM,1:15 PM,1:50 PM,4.5,5.76
02 Apr 2019,Rider 110,5ca2d89a25bf07715be6ea07,Lunch,N,7,7,0,7,0,0,7,8,10932.6,,11:58 AM,11:54 AM,12:10 PM,12:45 PM,1:05 PM,3.67,8.84
02 Apr 2019,Rider 10,5ca2d89a25bf07715be6ea09,Lunch,N,21,21,0,21,0,0,21,21,4809.6,,11:58 AM,11:55 AM,12:21 PM,1:15 PM,12:32 PM,5,0.58
02 Apr 2019,Rider 13,5ca2d89925bf07715be6e9f5,Lunch,N,6,6,0,6,0,0,6,7,2230,,11:58 AM,11:55 AM,12:12 PM,1:15 PM,1:02 PM,4.25,5.68
02 Apr 2019,Rider 102,5ca2d89925bf07715be6ea01,Lunch,N,9,8,1,8,0,0,8,10,1201.6,,11:58 AM,11:55 AM,12:00 AM,1:15 PM,1:10 PM,4.5,4.01
02 Apr 2019,Rider 86,5ca2d89a25bf07715be6ea19,Lunch,N,8,8,0,8,0,1,8,15,2342,,11:59 AM,11:56 AM,12:00 PM,1:15 PM,1:14 PM,5,6.15
02 Apr 2019,Rider 97,5ca2d89a25bf07715be6ea12,Lunch,N,6,6,0,5,1,0,6,7,2902.8,12,11:59 AM,11:56 AM,12:03 PM,1:15 PM,1:16 PM,4.75,5.78
02 Apr 2019,Rider 1,5ca2d89a25bf07715be6ea1c,Lunch,N,6,6,0,6,0,1,6,15,1210.4,,11:59 AM,11:57 AM,11:54 AM,1:15 PM,1:07 PM,4,4.29
02 Apr 2019,Rider 30,5ca2d89a25bf07715be6ea0e,Lunch,N,12,12,0,9,3,0,12,16,4242,32,11:59 AM,11:57 AM,11:57 AM,1:15 PM,1:30 PM,4.67,9.85
02 Apr 2019,Rider 32,5ca2d89a25bf07715be6ea16,Lunch,N,6,6,0,6,0,0,6,8,2726.9,,11:59 AM,11:57 AM,12:26 PM,12:45 PM,1:06 PM,4.8,2.84
02 Apr 2019,Rider 51,5ca2d89a25bf07715be6ea13,Lunch,N,6,6,0,6,0,0,6,9,5200.5,,11:59 AM,11:57 AM,12:11 PM,1:15 PM,1:10 PM,5,4
02 Apr 2019,Rider 73,5ca2d89625bf07715be6e9ba,Lunch,N,7,7,0,7,0,0,7,16,1004.5,,12:00 PM,11:57 AM,12:13 PM,1:15 PM,12:48 PM,5,2.34
02 Apr 2019,Rider 83,5ca2d89625bf07715be6e9b9,Lunch,N,4,4,0,4,0,1,4,7,2111,,12:00 PM,11:57 AM,12:09 PM,1:15 PM,12:43 PM,5,4.34
02 Apr 2019,Rider 135,5ca2d89725bf07715be6e9c5,Lunch,N,7,7,0,7,0,0,7,9,1038.1,,12:00 PM,11:57 AM,12:20 PM,1:15 PM,1:06 PM,4.75,2.55
02 Apr 2019,Rider 90,5ca2d89725bf07715be6e9cb,Lunch,N,10,10,0,6,4,0,10,14,1465.6,11,12:00 PM,11:58 AM,12:22 PM,1:15 PM,1:25 PM,3,18.71
02 Apr 2019,Rider 40,5ca2d89625bf07715be6e9c0,Lunch,N,8,8,0,8,0,0,8,12,3497.2,,12:00 PM,11:58 AM,12:13 PM,1:15 PM,1:13 PM,5,6.61
02 Apr 2019,Rider 192,5ca2d89625bf07715be6e9c1,Lunch,N,9,9,0,7,2,0,9,17,4749.8,26,12:00 PM,11:58 AM,12:21 PM,1:15 PM,1:13 PM,4.17,3.23
02 Apr 2019,Rider 195,5ca2d89725bf07715be6e9d4,Lunch,N,11,11,0,10,1,0,11,11,835.8,24,12:01 PM,11:58 AM,12:15 PM,1:15 PM,12:47 PM,3,7.02
02 Apr 2019,Rider 204,5ca2d89825bf07715be6e9dc,Lunch,N,6,6,0,6,0,0,6,15,71.1,,12:01 PM,11:58 AM,12:50 PM,12:45 PM,1:10 PM,4,8.45
02 Apr 2019,Rider 212,5ca2d89825bf07715be6e9e0,Lunch,N,9,9,0,6,3,0,9,10,1559.7,32,12:02 PM,11:58 AM,12:13 PM,1:15 PM,1:21 PM,4,5.01
02 Apr 2019,Rider 57,5ca2d89825bf07715be6e9e4,Lunch,N,7,0,7,0,0,0,6,8,1884.6,,12:02 PM,11:59 AM,12:09 PM,1:15 PM,,,
02 Apr 2019,Rider 91,5ca2d89825bf07715be6e9e1,Lunch,N,6,6,0,6,0,0,6,8,2181.6,,12:02 PM,12:00 PM,12:12 PM,1:15 PM,1:03 PM,5,4.65
02 Apr 2019,Rider 79,5ca2d89825bf07715be6e9eb,Lunch,N,7,7,0,2,5,0,7,9,1346.4,31,12:02 PM,12:00 PM,12:21 PM,1:15 PM,2:06 PM,3.29,12.35
02 Apr 2019,Rider 69,5ca2d89825bf07715be6e9df,Lunch,N,5,5,0,5,0,1,5,7,1685.7,,12:02 PM,12:01 PM,12:36 PM,1:15 PM,12:54 PM,4.67,2.42
02 Apr 2019,Rider 166,5ca2d89825bf07715be6e9dd,Lunch,N,3,3,0,3,0,0,3,4,5916.6,,12:02 PM,12:02 PM,12:06 PM,1:15 PM,12:33 PM,4.67,2.92
02 Apr 2019,Rider 80,5ca2d89825bf07715be6e9ec,Lunch,N,10,10,0,9,1,0,10,18,1241.6,26,12:02 PM,12:03 PM,12:36 PM,1:15 PM,1:20 PM,4.1,8.21
02 Apr 2019,Rider 60,5ca2d89925bf07715be6e9f7,Lunch,N,8,8,0,2,6,0,8,9,1756.8,39,12:03 PM,12:11 PM,12:28 PM,1:15 PM,1:42 PM,3.25,10.34
02 Apr 2019,Rider 56,5ca2d89a25bf07715be6ea0c,Lunch,N,1,1,0,0,1,0,1,3,1123.5,8,12:03 PM,12:13 PM,12:37 PM,1:15 PM,12:55 PM,3,4.72
02 Apr 2019,Rider 96,5ca2d89925bf07715be6ea00,Lunch,N,5,5,0,0,5,0,5,7,2937.6,40,12:03 PM,12:14 PM,12:38 PM,1:15 PM,1:44 PM,3.8,7.13
02 Apr 2019,Rider 11,5ca2d89925bf07715be6e9f8,Lunch,N,5,5,0,2,3,0,5,8,2371,11,12:03 PM,12:15 PM,12:28 PM,1:15 PM,1:48 PM,2.67,11.95
02 Apr 2019,Rider 35,5ca2d89925bf07715be6e9fd,Lunch,N,6,6,0,3,3,0,6,12,2242,26,12:03 PM,12:15 PM,12:39 PM,1:15 PM,1:40 PM,1.67,3.39
02 Apr 2019,Rider 75,5ca2d89925bf07715be6ea03,Lunch,N,10,5,5,1,4,0,10,10,1595.2,35,12:03 PM,12:15 PM,12:52 PM,1:15 PM,2:08 PM,3,0.98
02 Apr 2019,Rider 139,5ca2d89925bf07715be6e9fe,Lunch,N,7,6,1,4,2,0,7,9,1458.4,39,12:03 PM,12:17 PM,12:38 PM,1:15 PM,1:50 PM,4,6.3
02 Apr 2019,Rider 74,5ca2d89925bf07715be6e9fa,Lunch,N,9,9,0,2,7,0,9,10,5861.5,36,12:03 PM,12:19 PM,12:34 PM,1:15 PM,1:45 PM,1.67,5.54
02 Apr 2019,Rider 122,5ca2d89a25bf07715be6ea11,Lunch,N,6,5,1,1,4,0,6,8,1221.5,32,12:04 PM,12:19 PM,12:10 PM,1:15 PM,1:36 PM,5,4.47
02 Apr 2019,Rider 106,5ca2d89a25bf07715be6ea17,Lunch,N,6,6,0,3,3,0,6,8,322.4,12,12:04 PM,12:21 PM,12:20 PM,1:15 PM,1:28 PM,3.25,2.89
02 Apr 2019,Rider 84,5ca2d89a25bf07715be6ea18,Lunch,N,8,8,0,6,2,0,8,19,1316.7,28,12:04 PM,12:23 PM,12:24 PM,1:15 PM,1:29 PM,4.67,3.22
02 Apr 2019,Rider 131,5ca2d89a25bf07715be6ea10,Lunch,N,9,9,0,0,9,0,9,15,4329,16,12:04 PM,12:23 PM,12:42 PM,1:15 PM,2:04 PM,3.67,4.37
02 Apr 2019,Rider 47,5ca2d89a25bf07715be6ea1a,Lunch,N,9,9,0,8,1,0,9,12,3556,27,12:04 PM,12:24 PM,12:51 PM,1:15 PM,1:27 PM,3.5,6.65
02 Apr 2019,Rider 214,5ca2d89725bf07715be6e9ca,Lunch,N,7,7,0,5,2,1,7,9,2121,32,12:05 PM,12:25 PM,12:53 PM,1:15 PM,1:21 PM,5,3.67
02 Apr 2019,Rider 100,5ca2d89625bf07715be6e9bd,Lunch,N,9,9,0,6,3,0,9,13,2977.2,34,12:05 PM,12:26 PM,12:50 PM,1:15 PM,1:22 PM,4.67,2.5
02 Apr 2019,Rider 115,5ca2d89725bf07715be6e9c9,Lunch,N,6,6,0,3,3,0,6,8,1194.4,39,12:05 PM,12:33 PM,12:54 PM,1:15 PM,1:30 PM,5,1.89
02 Apr 2019,Rider 52,5ca2d89725bf07715be6e9cc,Lunch,N,4,3,1,0,3,0,4,10,1024.8,26,12:05 PM,12:34 PM,12:59 PM,1:15 PM,1:44 PM,4.67,11.12
02 Apr 2019,Rider 25,5ca2d89725bf07715be6e9d1,Lunch,N,9,9,0,2,7,0,9,12,21138.9,15,12:05 PM,12:36 PM,12:55 PM,1:15 PM,1:29 PM,4.43,4.13
02 Apr 2019,Rider 15,5ca2d89925bf07715be6e9f0,Lunch,N,6,6,0,2,4,0,6,8,2721.6,38,12:07 PM,12:37 PM,12:34 PM,1:15 PM,1:53 PM,3,4.74
02 Apr 2019,Rider 179,5ca2d89825bf07715be6e9e5,Lunch,N,6,6,0,1,5,0,6,7,1765.8,14,12:07 PM,12:37 PM,12:38 PM,1:15 PM,1:49 PM,5,4.11
02 Apr 2019,Rider 36,5ca2d89925bf07715be6e9f1,Lunch,N,7,7,0,2,5,0,7,14,1202.4,17,12:07 PM,12:38 PM,12:47 PM,1:15 PM,1:52 PM,3,3.35
02 Apr 2019,Rider 48,5ca2d89825bf07715be6e9de,Lunch,N,2,2,0,0,2,0,2,31,2013,6,12:07 PM,12:40 PM,1:00 PM,1:15 PM,1:24 PM,5,18.68
02 Apr 2019,Rider 101,5ca2d89925bf07715be6e9f4,Lunch,N,9,9,0,4,5,0,9,11,3040.7,39,12:08 PM,12:42 PM,12:35 PM,1:15 PM,2:04 PM,3.5,4.06
02 Apr 2019,Rider 7,5ca2d89925bf07715be6ea02,Lunch,N,7,6,1,0,6,0,7,10,1881,26,12:08 PM,12:46 PM,1:11 PM,1:15 PM,1:43 PM,4,4.94
02 Apr 2019,Rider 72,5ca2d89925bf07715be6e9f3,Lunch,N,8,7,1,3,4,0,8,11,2212.1,12,12:08 PM,12:47 PM,12:56 PM,1:15 PM,1:39 PM,3,2.59
02 Apr 2019,Rider 209,5ca2d89925bf07715be6ea05,Lunch,N,5,4,1,0,4,0,5,8,1298.4,6,12:08 PM,12:47 PM,1:08 PM,1:15 PM,2:18 PM,5,3.82
02 Apr 2019,Rider 23,5ca2d89a25bf07715be6ea08,Lunch,N,8,7,1,0,7,0,8,13,3222.7,21,12:08 PM,12:49 PM,1:03 PM,1:15 PM,1:58 PM,3.78,4.19
03 Apr 2019,Rider 174,5ca43f0aad4bea0cffc0819b,Lunch,N,7,7,0,5,2,0,7,9,1722.6,27,1:25 PM,1:20 PM,1:21 PM,2:45 PM,3:03 PM,2.6,7.21
03 Apr 2019,Rider 23,5ca43f0aad4bea0cffc081a5,Lunch,N,5,5,0,5,0,0,5,6,1306.4,,1:25 PM,1:21 PM,1:36 PM,2:45 PM,2:24 PM,5,5.03
03 Apr 2019,Rider 200,5ca43f0aad4bea0cffc081a1,Lunch,N,5,5,0,4,1,0,5,6,747,19,1:26 PM,1:21 PM,1:38 PM,2:45 PM,2:48 PM,5,4.31
03 Apr 2019,Rider 128,5ca43f0aad4bea0cffc081ae,Lunch,N,6,6,0,6,0,0,6,8,669,,1:26 PM,1:21 PM,1:55 PM,2:45 PM,2:27 PM,5,1.8
03 Apr 2019,Rider 129,5ca43f0aad4bea0cffc081ab,Lunch,N,6,6,0,6,0,0,6,9,1324.8,,1:26 PM,1:21 PM,1:40 PM,2:45 PM,2:38 PM,4,3.88
03 Apr 2019,Rider 107,5ca43f0aad4bea0cffc0819e,Lunch,N,7,6,1,5,1,0,7,12,1441.8,20,1:26 PM,1:22 PM,1:36 PM,2:45 PM,3:02 PM,5,5.26
03 Apr 2019,Rider 69,5ca43f0aad4bea0cffc081a7,Lunch,N,7,7,0,4,3,0,7,9,921.6,21,1:26 PM,1:24 PM,1:48 PM,2:45 PM,3:19 PM,5,7.77
03 Apr 2019,Rider 82,5ca43f0aad4bea0cffc081ad,Lunch,N,6,6,0,4,2,0,6,6,1129.6,37,1:26 PM,1:24 PM,1:51 PM,2:45 PM,2:52 PM,5,4.1
03 Apr 2019,Rider 168,5ca43f0aad4bea0cffc08195,Lunch,N,5,5,0,2,3,0,5,8,2266.8,18,1:27 PM,1:24 PM,1:28 PM,2:45 PM,3:17 PM,5,7.53
03 Apr 2019,Rider 92,5ca43f0aad4bea0cffc081a0,Lunch,N,8,8,0,7,1,0,8,13,626.4,40,1:27 PM,1:27 PM,1:39 PM,2:45 PM,2:50 PM,4.5,2.59
03 Apr 2019,Rider 185,5ca43f0aad4bea0cffc0819c,Lunch,N,6,6,0,4,2,0,6,8,3012.1,27,1:27 PM,1:28 PM,1:45 PM,2:45 PM,2:45 PM,5,3.29
03 Apr 2019,Rider 8,5ca43f0bad4bea0cffc081b1,Lunch,N,6,6,0,4,2,0,6,12,2086.8,24,1:27 PM,1:32 PM,1:46 PM,2:45 PM,3:14 PM,5,6.34
03 Apr 2019,Rider 97,5ca43f0aad4bea0cffc0819f,Lunch,N,11,11,0,9,2,0,11,15,986.4,29,1:27 PM,1:34 PM,1:48 PM,2:45 PM,3:13 PM,4.63,5.2
03 Apr 2019,Rider 31,5ca43f0aad4bea0cffc08194,Lunch,N,6,6,0,3,3,0,6,8,4405.5,7,1:29 PM,1:35 PM,1:35 PM,2:45 PM,3:16 PM,5,5.55
03 Apr 2019,Rider 6,5ca4556b25bf07143fdae990,Lunch,Y,1,0,1,0,0,0,1,2,47.6,,2:40 PM,2:40 PM,2:57 PM,,,,
03 Apr 2019,Rider 176,5ca45b255998cc5d1616b6bc,Dinner,N,5,4,1,2,2,1,5,11,1868.9,33,3:15 PM,3:14 PM,3:28 PM,4:30 PM,5:12 PM,4.25,1.33
03 Apr 2019,Rider 212,5ca45b255998cc5d1616b6be,Dinner,N,6,4,2,0,4,1,6,7,864.5,20,3:15 PM,3:15 PM,4:25 PM,4:30 PM,5:21 PM,3,4.18
03 Apr 2019,Rider 112,5ca45b255998cc5d1616b6bd,Dinner,N,8,2,6,0,2,0,8,20,6404,16,3:15 PM,3:16 PM,4:39 PM,4:30 PM,5:07 PM,5,4.21
03 Apr 2019,Rider 90,5ca45b255998cc5d1616b6c4,Dinner,N,6,6,0,4,2,0,6,9,1514.7,23,3:15 PM,3:17 PM,3:42 PM,4:30 PM,4:54 PM,4.8,4.07
03 Apr 2019,Rider 106,5ca45b255998cc5d1616b6c0,Dinner,N,6,6,0,1,5,0,6,11,2014.1,15,3:15 PM,3:17 PM,3:32 PM,4:30 PM,5:05 PM,3.5,4.51
03 Apr 2019,Rider 110,5ca45b255998cc5d1616b6c3,Dinner,N,6,6,0,6,0,0,6,12,2556,,3:15 PM,3:17 PM,3:17 PM,4:30 PM,4:20 PM,5,6.23
03 Apr 2019,Rider 47,5ca45b255998cc5d1616b6c5,Dinner,N,5,5,0,2,3,0,5,6,856.1,39,3:15 PM,3:21 PM,3:39 PM,4:30 PM,5:17 PM,5,5.58
03 Apr 2019,Rider 91,5ca45b255998cc5d1616b6c2,Dinner,N,5,5,0,3,2,0,5,7,983.5,30,3:15 PM,3:23 PM,4:45 PM,4:30 PM,5:00 PM,5,4.46
03 Apr 2019,Rider 154,5ca45b255998cc5d1616b6c6,Dinner,N,6,6,0,4,2,0,6,9,573,28,3:16 PM,3:23 PM,3:41 PM,4:30 PM,4:49 PM,4.67,3.33
03 Apr 2019,Rider 205,5ca45b255998cc5d1616b6bf,Dinner,N,5,3,2,0,3,0,5,7,1071.9,30,3:16 PM,3:24 PM,3:35 PM,4:30 PM,5:15 PM,4.75,4.43
03 Apr 2019,Rider 35,5ca45b255998cc5d1616b6c1,Dinner,N,5,5,0,2,3,0,5,8,1219.2,40,3:16 PM,3:25 PM,3:49 PM,4:30 PM,5:11 PM,5,4.95
03 Apr 2019,Rider 101,5ca469350a59ea17c209073d,Dinner,N,5,1,4,0,1,0,5,7,877.8,8,4:15 PM,4:12 PM,6:07 PM,5:00 PM,6:12 PM,4,5.3
03 Apr 2019,Rider 178,5ca469350a59ea17c209073e,Dinner,N,5,5,0,1,4,0,4,5,537.5,32,4:15 PM,4:13 PM,5:00 PM,5:30 PM,6:01 PM,3,4.42
03 Apr 2019,Rider 34,5ca469350a59ea17c2090738,Dinner,N,8,7,1,2,5,0,8,13,2297.1,18,4:15 PM,4:14 PM,4:48 PM,5:30 PM,6:07 PM,3.33,4.97
03 Apr 2019,Rider 10,5ca469350a59ea17c2090743,Dinner,N,7,7,0,4,3,0,7,9,1585.8,37,4:15 PM,4:16 PM,4:45 PM,5:30 PM,5:52 PM,4,2.04
03 Apr 2019,Rider 148,5ca469350a59ea17c2090741,Dinner,N,6,6,0,2,4,0,6,11,2198.9,5,4:15 PM,4:16 PM,4:57 PM,5:30 PM,5:56 PM,4,4.84
03 Apr 2019,Rider 92,5ca469350a59ea17c209073b,Dinner,N,5,5,0,1,4,0,5,6,11130.2,40,4:15 PM,4:18 PM,4:44 PM,5:30 PM,6:06 PM,5,4.71
03 Apr 2019,Rider 96,5ca469350a59ea17c209073a,Dinner,N,5,5,0,3,2,0,5,9,3082.8,25,4:15 PM,4:18 PM,5:11 PM,5:30 PM,5:50 PM,4.2,3.51
03 Apr 2019,Rider 23,5ca469350a59ea17c2090740,Dinner,N,5,3,2,1,2,0,5,13,1921,10,4:15 PM,4:19 PM,5:00 PM,5:30 PM,6:15 PM,3,5.92
03 Apr 2019,Rider 83,5ca469350a59ea17c2090739,Dinner,N,4,4,0,2,2,0,4,8,687.6,19,4:16 PM,4:19 PM,5:03 PM,5:30 PM,6:15 PM,4.6,1.98
03 Apr 2019,Rider 99,5ca469350a59ea17c2090742,Dinner,N,4,4,0,3,1,0,4,11,2622.1,40,4:16 PM,4:21 PM,4:55 PM,5:30 PM,5:36 PM,4.14,3.38
03 Apr 2019,Rider 25,5ca469350a59ea17c2090744,Dinner,N,7,7,0,4,3,0,7,29,897.6,13,4:16 PM,4:22 PM,5:05 PM,5:30 PM,5:47 PM,5,4.75
03 Apr 2019,Rider 41,5ca469350a59ea17c209073c,Dinner,N,8,8,0,0,8,0,8,12,1582.9,21,4:16 PM,4:22 PM,4:47 PM,5:30 PM,6:11 PM,4,5.56
03 Apr 2019,Rider 164,5ca469350a59ea17c209073f,Dinner,N,4,4,0,1,3,0,4,10,1630.8,12,4:20 PM,4:26 PM,5:06 PM,5:30 PM,5:57 PM,4,4.85
03 Apr 2019,Rider 42,5ca4766dad4bea0cffc2486e,Dinner,Y,1,0,1,0,0,0,1,2,53.6,,5:01 PM,5:03 PM,,,,,
03 Apr 2019,Rider 15,5ca477460a59ea17c209756c,Dinner,N,4,4,0,3,1,0,4,9,1487.7,19,5:15 PM,5:13 PM,5:39 PM,6:30 PM,6:28 PM,5,3.28
03 Apr 2019,Rider 1,5ca477460a59ea17c209756e,Dinner,N,4,4,0,1,3,0,4,10,1801,38,5:15 PM,5:18 PM,5:56 PM,6:30 PM,7:15 PM,5,5.18
03 Apr 2019,Rider 14,5ca477460a59ea17c2097567,Dinner,N,7,5,2,3,2,1,7,10,1710,33,5:15 PM,5:18 PM,5:41 PM,6:30 PM,7:07 PM,3.5,3.63
03 Apr 2019,Rider 53,5ca477460a59ea17c209756f,Dinner,N,6,6,0,1,5,0,6,12,2506.8,19,5:15 PM,5:19 PM,5:47 PM,6:30 PM,7:18 PM,3.5,3.43
03 Apr 2019,Rider 26,5ca477460a59ea17c2097566,Dinner,N,9,9,0,4,5,0,9,14,3455.2,24,5:15 PM,5:20 PM,5:38 PM,6:30 PM,7:04 PM,4.67,2.93
03 Apr 2019,Rider 110,5ca477460a59ea17c2097573,Dinner,N,8,8,0,4,4,0,8,14,2488.2,28,5:15 PM,5:20 PM,5:47 PM,6:30 PM,6:59 PM,3.67,5.63
03 Apr 2019,Rider 9,5ca477460a59ea17c2097568,Dinner,N,5,4,1,2,2,0,5,7,3537.8,11,5:16 PM,5:21 PM,5:31 PM,6:30 PM,6:36 PM,4.33,4
03 Apr 2019,Rider 7,5ca477460a59ea17c209756b,Dinner,N,4,4,0,2,2,1,4,6,920.5,11,5:16 PM,5:22 PM,5:40 PM,6:30 PM,6:59 PM,3.83,3.07
03 Apr 2019,Rider 94,5ca477460a59ea17c2097569,Dinner,N,4,4,0,1,3,0,4,6,555,6,5:16 PM,5:24 PM,5:58 PM,6:30 PM,6:46 PM,4.5,4.32
03 Apr 2019,Rider 128,5ca477460a59ea17c2097570,Dinner,N,5,4,1,3,1,0,5,11,446.4,21,5:16 PM,5:24 PM,6:04 PM,6:30 PM,6:59 PM,4,2.47
03 Apr 2019,Rider 70,5ca477460a59ea17c209756a,Dinner,N,9,9,0,9,0,0,9,11,2519,,5:16 PM,5:25 PM,5:45 PM,6:30 PM,6:02 PM,5,1.36
03 Apr 2019,Rider 90,5ca485550a59ea17c20a40fc,Dinner,N,5,5,0,3,2,0,5,7,864.5,27,6:15 PM,6:13 PM,6:38 PM,7:30 PM,7:55 PM,5,4.46
03 Apr 2019,Rider 8,5ca485560a59ea17c20a4105,Dinner,N,5,5,0,1,4,0,4,7,892.5,24,6:15 PM,6:19 PM,6:51 PM,7:30 PM,8:18 PM,4.6,8.06
03 Apr 2019,Rider 75,5ca485560a59ea17c20a4102,Dinner,N,5,5,0,2,3,0,5,9,1378.8,19,6:15 PM,6:19 PM,6:48 PM,7:30 PM,8:18 PM,3,5.44
03 Apr 2019,Rider 98,5ca485560a59ea17c20a4101,Dinner,N,6,5,1,2,3,0,6,10,1721,28,6:15 PM,6:21 PM,6:39 PM,7:30 PM,7:53 PM,5,7.03
03 Apr 2019,Rider 35,5ca485560a59ea17c20a4104,Dinner,N,6,6,0,1,5,0,5,8,1297.6,25,6:15 PM,6:21 PM,6:55 PM,7:30 PM,8:12 PM,4.33,5.29
03 Apr 2019,Rider 69,5ca485560a59ea17c20a40fe,Dinner,N,6,6,0,4,2,0,6,7,2558.4,37,6:15 PM,6:21 PM,6:49 PM,7:30 PM,7:48 PM,4.67,4.36
03 Apr 2019,Rider 69,5ca485550a59ea17c20a40f6,Dinner,N,1,1,0,1,0,0,1,1,983.5,,6:16 PM,6:21 PM,6:24 PM,7:30 PM,7:16 PM,5,16.1
03 Apr 2019,Rider 136,5ca485550a59ea17c20a40f6,Dinner,N,6,6,0,4,2,0,6,11,23.9,10,6:16 PM,6:23 PM,7:00 PM,7:30 PM,7:39 PM,5,3.28
03 Apr 2019,Rider 29,5ca485550a59ea17c20a40fa,Dinner,N,5,3,2,2,1,0,5,13,2574,26,6:16 PM,6:24 PM,6:43 PM,7:30 PM,7:28 PM,4,4.94
03 Apr 2019,Rider 47,5ca485560a59ea17c20a4100,Dinner,N,5,5,0,1,4,0,5,9,2688,19,6:16 PM,6:25 PM,6:53 PM,7:30 PM,8:08 PM,3,3.88
03 Apr 2019,Rider 176,5ca485560a59ea17c20a40ff,Dinner,N,5,5,0,2,3,0,5,12,606.6,15,6:16 PM,6:25 PM,7:00 PM,7:30 PM,8:26 PM,3.33,3.92
03 Apr 2019,Rider 24,5ca485550a59ea17c20a40f7,Dinner,N,4,4,0,2,2,0,4,6,1024.8,30,6:16 PM,6:26 PM,6:56 PM,7:30 PM,7:59 PM,3.5,6.43
03 Apr 2019,Rider 91,5ca485560a59ea17c20a4107,Dinner,N,4,4,0,3,1,0,4,7,1804,24,6:16 PM,6:28 PM,6:57 PM,7:30 PM,7:37 PM,3.75,1.72
03 Apr 2019,Rider 32,5ca485560a59ea17c20a4103,Dinner,N,4,4,0,3,1,0,4,15,1531.8,13,6:17 PM,6:28 PM,6:53 PM,7:30 PM,7:49 PM,5,5.72
03 Apr 2019,Rider 66,5ca485550a59ea17c20a40fb,Dinner,N,7,7,0,4,3,0,7,11,2709,18,6:17 PM,6:31 PM,6:59 PM,7:30 PM,7:51 PM,4.25,2.1
03 Apr 2019,Rider 99,5ca4936cad4bea0cffc9708f,Dinner,N,8,8,0,5,3,0,8,13,2468.7,18,7:15 PM,7:10 PM,7:24 PM,8:30 PM,8:47 PM,4.8,4.17
03 Apr 2019,Rider 180,5ca4936cad4bea0cffc97091,Dinner,N,6,6,0,0,6,0,6,10,1650,10,7:15 PM,7:15 PM,7:54 PM,8:30 PM,9:08 PM,5,5.15
03 Apr 2019,Rider 96,5ca4936dad4bea0cffc9709a,Dinner,N,7,7,0,5,2,0,7,11,2099.9,39,7:15 PM,7:16 PM,7:42 PM,8:30 PM,8:45 PM,4,3.36
03 Apr 2019,Rider 15,5ca4936dad4bea0cffc9709b,Dinner,N,7,7,0,5,2,0,7,12,1680,20,7:15 PM,7:18 PM,7:45 PM,8:30 PM,8:42 PM,5,7.09
03 Apr 2019,Rider 216,5ca4936dad4bea0cffc9709b,Dinner,N,8,8,0,2,6,0,7,10,23.9,7,7:15 PM,7:19 PM,8:55 PM,8:30 PM,8:59 PM,4,3.34
